month,lse_tone_mean,lse_pos_sum,lse_neg_sum,lse_unc_sum,vader_compound_mean,tb_polarity_mean,speech_count,ftse250_close,ftse100_close,ftse250_mean_close,period,ftse100_mean_close,cpih_annual_rate
2011-08-01,-0.32479566718905944,141.0,258.0,248.0,-0.3306,0.0756296792992047,3,10293.071818181817,5709.083333333333,10293.071818181817,Pre-Brexit (benign),5709.083333333333,3.9
2011-09-01,-0.2995592928761552,630.0,1135.0,784.0,0.35026666666666667,0.08453047151720632,6,10141.957727272727,5644.7225,10141.957727272727,Pre-Brexit (benign),5644.7225,4.5
2011-10-01,-0.25798102047729127,296.0,579.0,385.0,0.7038285714285715,0.0838781961850114,7,10196.165238095238,5682.1587500000005,10196.165238095238,Pre-Brexit (benign),5682.1587500000005,4.3
2011-11-01,-0.34367132714257115,233.0,498.0,322.0,0.6428142857142858,0.08855331610260535,7,10108.921818181818,5774.234444444444,10108.921818181818,Pre-Brexit (benign),5774.234444444444,4.1
2011-12-01,-0.3091596638655462,118.0,225.0,117.0,0.998,0.07890872080929903,2,10022.5135,5643.5525,10022.5135,Pre-Brexit (benign),5643.5525,3.7
2012-01-01,-0.3008847441415591,181.0,327.0,202.0,0.992325,0.10440895930085854,4,10565.137142857144,5741.368571428572,10565.137142857144,Pre-Brexit (benign),5741.368571428572,3.2
2012-01-01,-0.3008847441415591,181.0,327.0,202.0,0.992325,0.10440895930085854,4,10565.137142857144,5741.368571428572,10565.137142857144,Pre-Brexit (benign),5741.368571428572,2.6
2012-02-01,-0.37174855101114385,197.0,520.0,437.0,0.5981,0.07451959633505992,5,11304.593809523809,5790.1425,11304.593809523809,Pre-Brexit (benign),5790.1425,3.1
2012-03-01,-0.2844289912023063,506.0,871.0,498.0,0.5173,0.09238045238660214,12,11575.489090909092,5792.926666666666,11575.489090909092,Pre-Brexit (benign),5792.926666666666,3.1
2012-04-01,-0.21633484105404924,149.0,236.0,191.0,0.9996333333333333,0.09775215817320548,3,11376.374736842105,5725.797142857143,11376.374736842105,Pre-Brexit (benign),5725.797142857143,2.8
2012-05-01,-0.4770279900659223,259.0,751.0,467.0,-0.2516375,0.06648258798476753,8,10771.950909090909,5771.925,10771.950909090909,Pre-Brexit (benign),5771.925,2.5
2012-06-01,-0.41104578067798697,307.0,867.0,638.0,0.4975125,0.08259369488398294,8,10712.089473684211,5747.427777777778,10712.089473684211,Pre-Brexit (benign),5747.427777777778,2.3
2012-07-01,-0.5432098765432098,18.0,62.0,44.0,-0.9993,0.07913130903187726,1,11066.927727272727,5781.647142857143,11066.927727272727,Pre-Brexit (benign),5781.647142857143,2.4
2012-08-01,-0.4954128440366973,27.0,81.0,32.0,0.9997,0.09324727257889211,1,11431.538181818181,5741.285714285715,11431.538181818181,Pre-Brexit (benign),5741.285714285715,2.3
2012-09-01,-0.2665695669549317,404.0,715.0,459.0,0.9916,0.0881444234637997,6,11809.3405,5748.005,11809.3405,Pre-Brexit (benign),5748.005,2.1
2012-10-01,-0.33496438250506116,597.0,1284.0,595.0,0.25526363636363636,0.08636693708825884,11,11940.38652173913,5743.478888888889,11940.38652173913,Pre-Brexit (benign),5743.478888888889,2.4
2012-11-01,-0.32993316898535235,139.0,276.0,186.0,-0.3311,0.088980317260074,3,11880.250454545456,5690.605,11880.250454545456,Pre-Brexit (benign),5690.605,2.4
2012-12-01,-0.24518115942028984,124.0,205.0,162.0,0.33249999999999996,0.07965629630863064,3,12252.474736842105,5737.348888888889,12252.474736842105,Pre-Brexit (benign),5737.348888888889,2.4
2013-01-01,-0.29557422969187674,164.0,281.0,159.0,0.8979,0.09341055505872428,4,12865.957727272727,6480.234285714286,12865.957727272727,Pre-Brexit (benign),6480.234285714286,2.3
2013-01-01,-0.29557422969187674,164.0,281.0,159.0,0.8979,0.09341055505872428,4,12865.957727272727,6480.234285714286,12865.957727272727,Pre-Brexit (benign),6480.234285714286,2.4
2013-02-01,-0.09781920709995985,405.0,514.0,569.0,0.9996666666666667,0.09460193244393816,6,13494.66,6433.69625,13494.66,Pre-Brexit (benign),6433.69625,2.5
2013-03-01,-0.15566037735849056,89.0,122.0,65.0,0.9991,0.10256352954404903,1,13960.266500000002,6399.24375,13960.266500000002,Pre-Brexit (benign),6399.24375,2.5
2013-04-01,-0.04776866252728322,182.0,255.0,190.0,0.97918,0.12074157662698251,5,13779.715714285712,6420.889,13779.715714285712,Pre-Brexit (benign),6420.889,2.2
2013-05-01,-0.24104587293888877,434.0,757.0,455.0,0.9979571428571428,0.07907239485997793,7,14401.32619047619,6461.834444444445,14401.32619047619,Pre-Brexit (benign),6461.834444444445,2.4
2013-06-01,-0.27744794227808267,326.0,590.0,391.0,0.998475,0.09734257263605836,8,13824.8135,6500.615714285714,13824.8135,Pre-Brexit (benign),6500.615714285714,2.6
2013-07-01,-0.20911568746214415,47.0,104.0,46.0,0.9987999999999999,0.15075530710145651,2,14600.114782608696,6418.395,14600.114782608696,Pre-Brexit (benign),6418.395,2.5
2013-08-01,-0.20181731229076996,111.0,163.0,74.0,0.99965,0.09524611603626218,2,14924.292380952382,6412.84,14924.292380952382,Pre-Brexit (benign),6412.84,2.4
2013-09-01,0.03793939447154817,391.0,409.0,349.0,0.9906666666666667,0.10480126567625907,6,15056.849999999999,6441.15,15056.849999999999,Pre-Brexit (benign),6441.15,2.4
2013-10-01,-0.22516990296534234,440.0,684.0,456.0,0.5932333333333334,0.09047528826391442,9,15177.989565217391,6444.6325,15177.989565217391,Pre-Brexit (benign),6444.6325,2.0
2013-11-01,-0.20450897520092565,216.0,346.0,355.0,0.998875,0.09045033108420102,4,15327.76,6451.361,15327.76,Pre-Brexit (benign),6451.361,1.9
2013-12-01,-0.04867089621455628,285.0,343.0,335.0,0.9992666666666666,0.10183558278655813,6,15464.978500000001,6490.348888888889,15464.978500000001,Pre-Brexit (benign),6490.348888888889,1.9
2014-01-01,-0.1881122559050169,303.0,443.0,242.0,0.9978400000000001,0.09178614883075412,5,15995.07090909091,6711.825714285714,15995.07090909091,Pre-Brexit (benign),6711.825714285714,1.5
2014-01-01,-0.1881122559050169,303.0,443.0,242.0,0.9978400000000001,0.09178614883075412,5,15995.07090909091,6711.825714285714,15995.07090909091,Pre-Brexit (benign),6711.825714285714,1.8
2014-02-01,-0.3445006565227466,102.0,231.0,309.0,0.99915,0.08803500345191899,2,16153.739000000001,6737.1875,16153.739000000001,Pre-Brexit (benign),6737.1875,1.6
2014-03-01,-0.08504423943987255,562.0,644.0,429.0,0.9994888888888889,0.11214761325432912,9,16330.510952380951,6686.142,16330.510952380951,Pre-Brexit (benign),6686.142,1.5
2014-04-01,-0.230447400258721,145.0,239.0,246.0,0.9990333333333333,0.10349376320958588,3,16026.645499999999,6704.677777777779,16026.645499999999,Pre-Brexit (benign),6704.677777777779,1.7
2014-05-01,-0.2622365761293309,513.0,814.0,467.0,0.7109428571428572,0.0909859572420353,7,15800.6685,6695.194285714286,15800.6685,Pre-Brexit (benign),6695.194285714286,1.5
2014-06-01,-0.2808880202752235,309.0,549.0,383.0,0.3425833333333333,0.08964812129297357,6,15849.930952380952,6685.6537499999995,15849.930952380952,Pre-Brexit (benign),6685.6537499999995,1.8
2014-07-01,-0.33680131470918695,311.0,652.0,403.0,-0.4058571428571428,0.0961815228516839,7,15663.669130434782,6660.308888888889,15663.669130434782,Pre-Brexit (benign),6660.308888888889,1.6
2014-08-01,-0.10795454545454546,78.0,97.0,68.0,0.995,0.0849687201363586,1,15632.0095,6680.83625,15632.0095,Pre-Brexit (benign),6680.83625,1.5
2014-09-01,-0.07904031165181304,418.0,456.0,561.0,0.99964,0.10281672831145543,5,15690.547727272728,6690.61,15690.547727272728,Pre-Brexit (benign),6690.61,1.3
2014-10-01,-0.24302374666894766,720.0,1145.0,755.0,0.696,0.09419625734372648,13,14976.57391304348,6649.0199999999995,14976.57391304348,Pre-Brexit (benign),6649.0199999999995,1.3
2014-11-01,-0.2988386481353287,450.0,847.0,781.0,0.8128875,0.11003273890632485,8,15638.8995,6663.384444444444,15638.8995,Pre-Brexit (benign),6663.384444444444,1.1
2014-12-01,-0.3964483780416504,373.0,737.0,396.0,-0.20063999999999999,0.06514182347904263,5,15795.047619047618,6667.73,15795.047619047618,Pre-Brexit (benign),6667.73,0.7
2015-01-01,-0.10280009123734148,473.0,580.0,422.0,0.7156428571428571,0.11655545445032166,7,16125.659523809523,6554.897142857143,16125.659523809523,Pre-Brexit (benign),6554.897142857143,0.4
2015-01-01,-0.10280009123734148,473.0,580.0,422.0,0.7156428571428571,0.11655545445032166,7,16125.659523809523,6554.897142857143,16125.659523809523,Pre-Brexit (benign),6554.897142857143,0.5
2015-02-01,0.040603003073039275,607.0,598.0,436.0,0.9997999999999999,0.10850312126704985,7,16870.5535,6565.921,16870.5535,Pre-Brexit (benign),6565.921,0.4
2015-03-01,-0.22784173955139184,568.0,1028.0,872.0,0.8056090909090909,0.09150454390562932,11,17246.418636363636,6604.8125,17246.418636363636,Pre-Brexit (benign),6604.8125,0.3
2015-05-01,-0.2632753483456984,262.0,499.0,384.0,0.5586800000000001,0.09373287639086823,5,17920.856315789475,6674.08,17920.856315789475,Pre-Brexit (benign),6674.08,0.4
2015-06-01,-0.18081207791189918,601.0,922.0,682.0,0.5551,0.09648770786408245,9,17896.800909090907,6628.53125,17896.800909090907,Pre-Brexit (benign),6628.53125,0.3
2015-07-01,-0.34372361005081176,374.0,749.0,549.0,0.35114999999999996,0.09764735243423507,8,17554.145217391306,6506.703750000001,17554.145217391306,Pre-Brexit (benign),6506.703750000001,0.5
2015-08-01,-0.3434343434343434,32.0,66.0,42.0,0.9991,0.06888020607218308,1,17348.470999999998,6561.38375,17348.470999999998,Pre-Brexit (benign),6561.38375,0.4
2015-09-01,-0.1849457942312744,553.0,905.0,714.0,0.99825,0.10166935642804815,8,16849.399090909094,6563.255999999999,16849.399090909094,Pre-Brexit (benign),6563.255999999999,0.2
2015-10-01,-0.16893152478542306,874.0,1081.0,722.0,0.8307833333333333,0.10639918424027499,12,17012.96181818182,6597.860000000001,17012.96181818182,Pre-Brexit (benign),6597.860000000001,0.2
2015-11-01,-0.10171617483688425,376.0,534.0,482.0,0.9994000000000001,0.11723315381799214,9,17102.083333333332,6556.06875,17102.083333333332,Pre-Brexit (benign),6556.06875,0.4
2015-12-01,-0.25503087215565057,155.0,319.0,230.0,0.49987499999999996,0.11379955440463545,4,17246.428571428572,6616.29625,17246.428571428572,Pre-Brexit (benign),6616.29625,0.5
2016-01-01,-0.2395477679633132,500.0,771.0,497.0,0.7136857142857143,0.08504770484499093,7,16424.7045,6470.975555555556,16424.7045,Pre-Brexit (benign),6470.975555555556,1.0
2016-01-01,-0.2395477679633132,500.0,771.0,497.0,0.7136857142857143,0.08504770484499093,7,16424.7045,6470.975555555556,16424.7045,Pre-Brexit (benign),6470.975555555556,0.6
2016-02-01,-0.1822728512853479,424.0,644.0,382.0,0.7126428571428571,0.07849792939321706,7,15996.864761904764,6481.545714285714,15996.864761904764,Pre-Brexit (benign),6481.545714285714,0.6
2016-03-01,-0.2444187342218755,402.0,829.0,730.0,0.14844285714285713,0.09469054946250426,7,16764.138095238097,6395.892857142857,16764.138095238097,Pre-Brexit (benign),6395.892857142857,0.8
2016-04-01,-0.29199739296179456,261.0,543.0,346.0,0.6644,0.0738275081822862,6,16905.953333333335,6388.708888888889,16905.953333333335,Pre-Brexit (benign),6388.708888888889,0.7
2016-05-01,-0.25306065427476776,775.0,1192.0,958.0,0.6709333333333333,0.10142833892058711,12,16861.5035,6465.791111111112,16861.5035,Pre-Brexit (benign),6465.791111111112,0.7
2016-06-01,0.13257575757575757,166.0,131.0,183.0,0.0010999999999999899,0.10662271239995422,2,16609.453181818182,6462.94375,16609.453181818182,Brexit vote & aftermath (exciting),6462.94375,0.8
2016-07-01,-0.31048220909465585,158.0,294.0,282.0,0.99985,0.0856318960910033,2,16696.562857142857,6521.31,16696.562857142857,Brexit vote & aftermath (exciting),6521.31,0.9
2016-08-01,0.18947368421052632,56.0,38.0,39.0,0.9997,0.11514291823767626,1,17685.784090909092,6426.632,17685.784090909092,Brexit vote & aftermath (exciting),6426.632,1.0
2016-09-01,0.05395773097387441,568.0,592.0,562.0,0.7775666666666666,0.10743129992784942,9,17872.001363636366,6452.43875,17872.001363636366,Brexit vote & aftermath (exciting),6452.43875,1.3
2016-10-01,-0.20795863839038095,360.0,528.0,428.0,0.9994999999999999,0.08893662389910927,6,17929.109523809522,6396.187142857142,17929.109523809522,Brexit vote & aftermath (exciting),6396.187142857142,1.3
2016-11-01,-0.20332417010030907,641.0,1029.0,1059.0,0.79872,0.0979053239657289,10,17538.17,6367.786666666667,17538.17,Brexit vote & aftermath (exciting),6367.786666666667,1.5
2016-12-01,-0.05914087163351521,401.0,519.0,344.0,0.9991000000000001,0.0972959465492289,7,17734.947500000002,6466.162222222222,17734.947500000002,Brexit vote & aftermath (exciting),6466.162222222222,1.8
2017-01-01,0.08241929952830943,358.0,341.0,353.0,0.999,0.09736061103385132,4,18235.85714285714,7383.561428571428,18235.85714285714,Brexit vote & aftermath (exciting),7383.561428571428,1.9
2017-01-01,0.08241929952830943,358.0,341.0,353.0,0.999,0.09736061103385132,4,18235.85714285714,7383.561428571428,18235.85714285714,Brexit vote & aftermath (exciting),7383.561428571428,2.6
2017-02-01,-0.10897978743887599,481.0,689.0,559.0,0.5009125,0.11200737692982149,8,18622.686999999998,7389.481428571429,18622.686999999998,Brexit vote & aftermath (exciting),7389.481428571429,2.3
2017-03-01,-0.14242820392019925,702.0,897.0,750.0,0.9995714285714286,0.09814158023264662,7,18965.455217391303,7348.665555555556,18965.455217391303,Brexit vote & aftermath (exciting),7348.665555555556,2.3
2017-04-01,0.05090447132409003,482.0,537.0,383.0,0.33516666666666667,0.08763702143185408,6,19360.478888888887,7355.8275,19360.478888888887,Brexit vote & aftermath (exciting),7355.8275,2.6
2017-06-01,-0.06799324988195937,500.0,822.0,586.0,0.7919375,0.09963778208889104,8,19712.662727272727,7368.505999999999,19712.662727272727,Brexit vote & aftermath (exciting),7368.505999999999,2.6
2017-07-01,-0.20849875567266868,290.0,501.0,363.0,0.59972,0.11733441996538878,5,19536.03380952381,7385.211111111111,19536.03380952381,Brexit vote & aftermath (exciting),7385.211111111111,2.6
2017-08-01,-0.06535947712418301,71.0,81.0,88.0,0.9987,0.06934584013475273,1,19761.693636363638,7389.785,19761.693636363638,Brexit vote & aftermath (exciting),7389.785,2.7
2017-09-01,-0.02261831315287366,430.0,588.0,348.0,0.6664166666666667,0.1029929428981975,6,19603.079999999998,7392.7275,19603.079999999998,Brexit vote & aftermath (exciting),7392.7275,2.8
2017-10-01,0.005851442269378763,536.0,909.0,701.0,0.6663666666666667,0.11625145099158697,6,20143.596818181817,7371.412222222221,20143.596818181817,Brexit vote & aftermath (exciting),7371.412222222221,2.8
2017-11-01,-0.14398301276890285,538.0,854.0,523.0,0.25117500000000004,0.11336550775752355,8,20045.19818181818,7385.4025,20045.19818181818,Brexit vote & aftermath (exciting),7385.4025,2.8
2017-12-01,-0.24407796101949028,70.0,130.0,64.0,0.9989,0.09588795249422018,2,20179.30052631579,7432.86125,20179.30052631579,Brexit vote & aftermath (exciting),7432.86125,2.7
2018-01-01,0.03992810240212784,337.0,327.0,212.0,0.9995,0.0654400144173913,2,20693.61409090909,7450.2,20693.61409090909,Brexit vote & aftermath (exciting),7450.2,2.7
2018-01-01,0.03992810240212784,337.0,327.0,212.0,0.9995,0.0654400144173913,2,20693.61409090909,7450.2,20693.61409090909,Brexit vote & aftermath (exciting),7450.2,2.3
2018-02-01,-0.15990773314464232,394.0,594.0,377.0,0.9972333333333334,0.09788802481809528,6,19648.4165,7424.635,19648.4165,Brexit vote & aftermath (exciting),7424.635,2.5
2018-03-01,0.11533346395894357,366.0,335.0,190.0,0.99556,0.11015220490151675,5,19650.00047619048,7441.7425,19650.00047619048,Brexit vote & aftermath (exciting),7441.7425,2.3
2018-04-01,-0.12956315748966418,483.0,645.0,667.0,0.99648,0.09978361800279167,10,19870.037,7438.79625,19870.037,Brexit vote & aftermath (exciting),7438.79625,2.2
2018-05-01,-0.07239331854365132,120.0,151.0,150.0,0.9998,0.08885598743278111,2,20794.169523809524,7339.219999999999,20794.169523809524,Brexit vote & aftermath (exciting),7339.219999999999,2.3
2018-06-01,-0.04025274296443633,1014.0,1203.0,821.0,0.79651,0.10626078734930211,10,21007.069047619047,7281.036666666667,21007.069047619047,Brexit vote & aftermath (exciting),7281.036666666667,2.3
2018-07-01,-0.1757480119455098,230.0,338.0,326.0,0.492875,0.10077099264078056,4,20787.74,7290.461428571428,20787.74,Brexit vote & aftermath (exciting),7290.461428571428,2.3
2018-08-01,-0.21301775147928995,66.0,102.0,197.0,0.9999,0.07878832481300291,1,20636.23590909091,7433.49,20636.23590909091,Brexit vote & aftermath (exciting),7433.49,2.4
2018-09-01,-0.08665028248856299,532.0,590.0,464.0,0.990375,0.09651607640633282,8,20407.694,7408.6577777777775,20407.694,Brexit vote & aftermath (exciting),7408.6577777777775,2.2
2018-10-01,-0.1873643093459835,265.0,375.0,207.0,0.9969666666666667,0.09662635061363768,3,19151.596086956524,7402.7325,19151.596086956524,Brexit vote & aftermath (exciting),7402.7325,2.2
2018-11-01,0.16381105000258578,297.0,230.0,304.0,0.99905,0.11358099664329424,6,18806.302272727273,7395.17875,18806.302272727273,Brexit vote & aftermath (exciting),7395.17875,2.2
2018-12-01,0.0580899848583171,159.0,234.0,98.0,0.9994333333333333,0.12587753821198236,3,17692.536315789475,7302.647999999999,17692.536315789475,Brexit vote & aftermath (exciting),7302.647999999999,2.0
2019-01-01,-0.27269747623729923,114.0,164.0,142.0,0.5732,0.0781460760337181,2,18412.565454545456,7321.8375,18412.565454545456,Brexit vote & aftermath (exciting),7321.8375,1.8
2019-01-01,-0.27269747623729923,114.0,164.0,142.0,0.5732,0.0781460760337181,2,18412.565454545456,7321.8375,18412.565454545456,Brexit vote & aftermath (exciting),7321.8375,1.7
2019-02-01,-0.11782192445608392,429.0,484.0,350.0,0.8476,0.09900608697378478,4,19022.6895,7266.66625,19022.6895,Brexit vote & aftermath (exciting),7266.66625,1.8
2019-03-01,-0.01952708355577104,539.0,702.0,718.0,0.9948000000000001,0.0941444736217202,9,19210.707142857143,7223.78625,19210.707142857143,Brexit vote & aftermath (exciting),7223.78625,1.8
2019-04-01,0.19343008032663206,180.0,160.0,244.0,0.9926400000000001,0.10827335359796209,5,19686.7975,7225.058,19686.7975,Brexit vote & aftermath (exciting),7225.058,2.0
2019-05-01,-0.12253469133233952,761.0,1014.0,1003.0,0.39723846153846154,0.10331585461367508,13,19343.779523809524,7289.108888888888,19343.779523809524,Brexit vote & aftermath (exciting),7289.108888888888,1.9
2019-06-01,-0.01690597637100278,827.0,967.0,721.0,0.6006866666666667,0.1124189122233745,15,19223.9115,7245.611428571428,19223.9115,Brexit vote & aftermath (exciting),7245.611428571428,1.9
2019-07-01,-0.09855199079094344,547.0,762.0,625.0,0.4509727272727273,0.1277925356581094,11,19661.154347826086,7182.17625,19661.154347826086,Brexit vote & aftermath (exciting),7182.17625,2.0
2019-08-01,-0.1901639344262295,123.0,181.0,118.0,0.9999,0.09235716700002407,1,19089.088095238094,7233.075555555555,19089.088095238094,Brexit vote & aftermath (exciting),7233.075555555555,1.7
2019-09-01,-0.005678249029572098,507.0,708.0,657.0,0.4994375,0.11362668738583502,8,19874.08619047619,7245.7675,19874.08619047619,Brexit vote & aftermath (exciting),7245.7675,1.7
2019-10-01,0.033594236410889794,496.0,618.0,579.0,0.5537888888888889,0.11467223395533166,9,19889.360434782608,7267.796249999999,19889.360434782608,Brexit vote & aftermath (exciting),7267.796249999999,1.5
2019-12-01,-0.20797082990424687,142.0,199.0,170.0,0.9946333333333334,0.09716798528995345,3,21323.8105,7311.693333333334,21323.8105,Brexit vote & aftermath (exciting),7311.693333333334,1.4
2020-01-01,-0.048123346209618646,306.0,387.0,320.0,0.3335333333333333,0.08018114016665534,3,21665.70909090909,5952.605714285714,21665.70909090909,COVID shock (exciting),5952.605714285714,1.0
2020-01-01,-0.048123346209618646,306.0,387.0,320.0,0.3335333333333333,0.08018114016665534,3,21665.70909090909,5952.605714285714,21665.70909090909,COVID shock (exciting),5952.605714285714,1.8
2020-02-01,-0.12526419897181837,428.0,713.0,611.0,0.74915,0.10654275466765689,8,21308.172,6240.148888888889,21308.172,COVID shock (exciting),6240.148888888889,1.7
2020-03-01,-0.13787541604443013,326.0,445.0,322.0,0.3334,0.09420340656847881,3,15916.443181818182,6378.287,15916.443181818182,COVID shock (exciting),6378.287,1.5
2020-04-01,-0.1585082312022508,206.0,283.0,193.0,0.9992666666666666,0.09664147639649623,3,15611.348000000002,6327.4,15611.348000000002,COVID shock (exciting),6327.4,0.9
2020-05-01,-0.6035943517329909,67.0,269.0,189.0,-0.005200000000000038,0.08435287822556534,2,16314.340526315787,6353.638571428572,16314.340526315787,COVID shock (exciting),6353.638571428572,0.7
2020-06-01,-0.2616750488074017,389.0,510.0,299.0,0.49977499999999997,0.09042269430707364,4,17476.217727272728,6350.185555555556,17476.217727272728,COVID shock (exciting),6350.185555555556,0.8
2020-07-01,-0.488121480701834,462.0,1889.0,1597.0,-0.14397142857142858,0.08972021489135151,7,17282.63086956522,6371.344444444444,17282.63086956522,COVID shock (exciting),6371.344444444444,1.1
2020-08-01,-0.24096385542168675,31.0,51.0,43.0,0.9943,0.12507238198309628,1,17664.8815,6335.5085714285715,17664.8815,COVID shock (exciting),6335.5085714285715,0.5
2020-09-01,-0.39638991540944946,979.0,3341.0,2456.0,-0.2511125,0.08368495209129378,8,17413.722272727275,6285.7733333333335,17413.722272727275,COVID shock (exciting),6285.7733333333335,0.7
2020-10-01,-0.055345175213844286,1827.0,1385.0,1333.0,0.5021,0.11239970550035833,8,17741.895,6485.557777777778,17741.895,COVID shock (exciting),6485.557777777778,0.9
2020-11-01,-0.16912781213722863,395.0,534.0,420.0,0.9989857142857144,0.09757698064745741,7,19003.851904761905,6313.45875,19003.851904761905,COVID shock (exciting),6313.45875,0.6
2020-12-01,-0.3092857670375118,119.0,247.0,254.0,-0.26786666666666664,0.09063209964197812,3,20086.36380952381,6213.177142857143,20086.36380952381,COVID shock (exciting),6213.177142857143,0.8
2021-01-01,-0.29803239837211837,276.0,601.0,397.0,0.99842,0.08838136024344426,5,20649.376500000002,6959.12,20649.376500000002,COVID shock (exciting),6959.12,2.5
2021-01-01,-0.29803239837211837,276.0,601.0,397.0,0.99842,0.08838136024344426,5,20649.376500000002,6959.12,20649.376500000002,COVID shock (exciting),6959.12,0.9
2021-02-01,-0.2403177195239766,469.0,987.0,517.0,0.425,0.09396108952994457,7,21018.8615,7001.41375,21018.8615,COVID shock (exciting),7001.41375,0.7
2021-03-01,-0.19196362530172598,317.0,568.0,388.0,0.6871,0.10794700747689373,6,21410.86391304348,6980.417142857143,21410.86391304348,COVID shock (exciting),6980.417142857143,1.0
2021-04-01,0.039442698648887005,529.0,535.0,793.0,0.9998833333333333,0.1065982882069539,6,22296.051,6891.68375,22296.051,COVID shock (exciting),6891.68375,1.6
2021-05-01,-0.3141685490297699,792.0,1600.0,1012.0,0.9979,0.09443734759470614,11,22412.553157894738,6929.725,22412.553157894738,COVID shock (exciting),6929.725,2.1
2021-06-01,0.1628865806947999,272.0,237.0,270.0,0.99626,0.08832607733446819,5,22663.90590909091,7047.5925,22663.90590909091,COVID shock (exciting),7047.5925,2.4
2021-07-01,-0.20765573119733982,470.0,839.0,753.0,0.5390111111111111,0.09692827850263178,9,22742.703181818182,7083.4425,22742.703181818182,COVID shock (exciting),7083.4425,2.1
2021-09-01,-0.19742185367185366,240.0,427.0,370.0,0.9986,0.10591114022492282,4,23715.64181818182,7014.705555555555,23715.64181818182,COVID shock (exciting),7014.705555555555,2.9
2021-10-01,-0.2724932249322493,123.0,209.0,267.0,0.9683333333333334,0.08032965236309793,3,22842.828571428574,7035.49875,22842.828571428574,COVID shock (exciting),7035.49875,3.8
2021-11-01,-0.3463381168883816,168.0,380.0,332.0,0.9973000000000001,0.08683492796082612,4,23299.26909090909,6987.172500000001,23299.26909090909,COVID shock (exciting),6987.172500000001,4.6
2021-12-01,-0.2501491498458785,104.0,185.0,154.0,0.9944999999999999,0.09211105520152488,2,22964.50904761905,6977.323333333333,22964.50904761905,COVID shock (exciting),6977.323333333333,4.8
2022-01-01,-0.2782608695652174,41.0,73.0,63.0,0.9994,0.0782888645305312,1,22638.517499999998,7379.116666666667,22638.517499999998,Inflation surge (exciting),7379.116666666667,4.9
2022-01-01,-0.2782608695652174,41.0,73.0,63.0,0.9994,0.0782888645305312,1,22638.517499999998,7379.116666666667,22638.517499999998,Inflation surge (exciting),7379.116666666667,7.9
2022-02-01,-0.23540404040404042,135.0,264.0,195.0,0.33546666666666675,0.10995519058321017,3,21575.8095,7400.538333333333,21575.8095,Inflation surge (exciting),7400.538333333333,5.5
2022-03-01,-0.06711379060970182,542.0,493.0,423.0,0.9912000000000001,0.0794705793659359,4,20569.30782608696,7312.015,20569.30782608696,Inflation surge (exciting),7312.015,6.2
2022-04-01,-0.1477576171169069,382.0,912.0,681.0,0.34325,0.08244727489153357,6,20968.08263157895,7351.452222222223,20968.08263157895,Inflation surge (exciting),7351.452222222223,7.8
2022-05-01,-0.3418117313718004,501.0,1229.0,1553.0,0.43760000000000004,0.09279223352533551,7,19970.081904761904,7375.8325,19970.081904761904,Inflation surge (exciting),7375.8325,7.9
2022-06-01,-0.18038862145699944,224.0,309.0,468.0,0.9875333333333334,0.09149591908679672,6,19372.751,7370.1375,19372.751,Inflation surge (exciting),7370.1375,8.2
2022-07-01,-0.2169091125241125,649.0,1289.0,1254.0,0.9893444444444444,0.09987122596585915,9,19136.786190476192,7337.615,19136.786190476192,Inflation surge (exciting),7337.615,8.8
2022-09-01,-0.3725098891763771,322.0,920.0,791.0,0.6681499999999999,0.08702920616512955,6,18416.326666666668,7392.37875,18416.326666666668,Inflation surge (exciting),7392.37875,8.8
2022-10-01,-0.2669700412382736,310.0,509.0,342.0,0.6488,0.09460160690975823,6,17442.70142857143,7327.405,17442.70142857143,Inflation surge (exciting),7327.405,9.6
